frame,timestamp_ms,org_acc_x,org_acc_y,org_acc_z,org_gyro_x,org_gyro_y,org_gyro_z
55,1734106248748,-535.58,-529.236,749.202,0.32199999999999884,4.0411,-0.6265000000000002
56,1734106248847,-530.212,-526.552,735.05,1.791999999999999,-0.018899999999999993,-2.1665
57,1734106248948,-510.448,-527.162,719.434,-1.0780000000000012,-1.4189000000000003,-2.6565000000000003
58,1734106249049,-517.89,-543.0219999999999,745.054,-3.5980000000000016,4.601100000000001,3.6435000000000004
59,1734106249152,-526.7959999999999,-538.874,740.784,-1.7080000000000015,2.9211,2.7335000000000003
60,1734106249249,-539.362,-530.212,731.024,-1.8480000000000012,-2.7489000000000003,0.3535
61,1734106249348,-523.258,-510.81399999999996,705.282,-0.0980000000000012,-3.5189000000000004,-0.8365000000000001
62,1734106249447,-508.496,-515.084,719.1899999999999,-2.6180000000000017,-3.2389000000000006,1.0535
63,1734106249548,-528.626,-532.164,743.2239999999999,-2.4780000000000015,-5.2689,-2.7265
64,1734106249648,-489.70799999999997,-522.404,739.93,0.041999999999998816,-5.338900000000001,-3.3565000000000005
65,1734106249748,-478.118,-522.648,736.758,-0.5180000000000012,-6.3889000000000005,-3.4965
66,1734106249847,-480.07,-524.356,730.414,-1.7080000000000015,-3.5189000000000004,-1.2565000000000002
67,1734106249947,-472.506,-532.286,733.8299999999999,-0.16800000000000115,-2.6789000000000005,-1.0465000000000002
68,1734106250049,-492.026,-526.064,742.858,-1.4980000000000013,0.8211,5.7435
69,1734106250147,-490.68399999999997,-528.382,742.126,0.3919999999999989,-1.6289000000000002,-0.3465000000000001
70,1734106250247,-479.46,-527.528,736.758,-0.6580000000000013,-2.1889000000000003,-3.0065000000000004
71,1734106250348,-472.872,-543.754,762.622,1.371999999999999,-3.0989000000000004,-3.5665000000000004
72,1734106250448,-461.526,-517.036,745.908,-0.7980000000000013,-4.1489,-1.1865
73,1734106250548,-466.772,-549.976,756.766,-2.4080000000000013,-1.4889000000000001,1.4735
74,1734106250648,-474.824,-552.4159999999999,756.766,0.11199999999999888,-1.0689000000000002,0.4935
75,1734106250749,-451.522,-544.12,742.736,-1.0080000000000013,1.5911,1.1935000000000002
76,1734106250850,-479.216,-551.318,766.038,-0.8680000000000012,0.7511000000000001,1.8235000000000001
77,1734106250948,-474.58,-543.51,776.53,-0.16800000000000115,-2.8189,-1.4665000000000001
78,1734106251049,-464.21,-540.216,761.4019999999999,0.2519999999999988,-4.288900000000001,-2.5165
79,1734106251148,-451.4,-539.484,744.444,-1.9880000000000013,2.4311000000000003,1.9635000000000002
80,1734106251249,-470.066,-549.732,756.034,-0.5880000000000012,3.0611,1.4735
81,1734106251348,-472.75,-549.4879999999999,755.5459999999999,1.021999999999999,6.631100000000001,-1.0465000000000002
82,1734106251448,-470.188,-556.93,764.9399999999999,1.371999999999999,1.2411,-3.7765000000000004
83,1734106251548,-466.162,-541.192,760.792,2.351999999999999,2.7111,-3.7765000000000004
84,1734106251647,-463.59999999999997,-543.0219999999999,758.4739999999999,0.8819999999999989,5.091100000000001,-1.1865
85,1734106251748,-477.02,-552.538,770.7959999999999,-0.16800000000000115,1.4511,0.9834999999999999
86,1734106251848,-475.19,-547.658,755.302,-0.16800000000000115,4.1111,2.8735000000000004
87,1734106251949,-471.774,-548.878,758.84,0.6019999999999989,6.0011,1.2635
88,1734106252048,-456.036,-528.016,748.1039999999999,1.581999999999999,0.4711000000000001,-1.1865
89,1734106252148,-463.722,-509.228,734.562,-0.7280000000000013,4.1111,1.2635
90,1734106252249,-496.662,-528.382,741.028,-2.0580000000000016,7.681100000000001,4.8335
91,1734106252349,-514.108,-532.286,736.88,0.46199999999999897,2.7111,1.7535000000000003
92,1734106252448,-505.202,-526.308,732.976,2.001999999999999,2.5011,0.4935
93,1734106252547,-479.582,-528.382,729.804,2.771999999999999,-1.8389000000000002,-1.9565000000000001
94,1734106252650,-474.45799999999997,-516.06,736.758,1.161999999999999,-0.9989,-2.3765
95,1734106252748,-471.286,-528.016,744.444,-0.7980000000000013,-1.1389000000000002,-0.6265000000000002
96,1734106252850,-464.454,-532.896,747.7379999999999,1.021999999999999,1.5911,1.0535
97,1734106252948,-478.118,-507.154,734.928,1.371999999999999,4.0411,0.7735
98,1734106253049,-473.36,-518.5,731.268,-0.3780000000000012,1.6611,0.4935
99,1734106253148,-472.384,-518.9879999999999,744.688,-3.9480000000000017,-1.0689000000000002,0.4235
100,1734106253248,-467.626,-549.61,759.4499999999999,-3.9480000000000017,3.6911000000000005,2.2435
101,1734106253350,-474.824,-539.484,747.1279999999999,-0.0980000000000012,0.12110000000000001,-0.8365000000000001
102,1734106253448,-476.89799999999997,-531.066,742.98,-1.8480000000000012,1.7311,0.9135
103,1734106253548,-464.332,-547.292,747.616,-2.0580000000000016,-1.4189000000000003,-0.2765000000000001
104,1734106253648,-481.77799999999996,-544.852,749.568,-0.44800000000000123,0.8911000000000001,0.2835
105,1734106253748,-470.188,-546.072,744.444,0.18199999999999883,-0.8589000000000001,-2.4465000000000003
106,1734106253848,-450.912,-546.926,747.616,-0.9380000000000013,-3.5189000000000004,-8.3965
107,1734106253948,-440.176,-554.612,762.256,-2.5480000000000014,-4.008900000000001,-5.806500000000001
108,1734106254048,-446.52,-550.952,760.304,0.6019999999999989,-1.7689000000000004,-3.9865000000000004
109,1734106254148,-447.496,-542.778,741.882,-1.7780000000000014,0.4711000000000001,-0.6265000000000002
110,1734106254248,-447.618,-567.6659999999999,749.568,-3.1780000000000017,3.1311,0.9135
111,1734106254348,-453.962,-573.278,759.206,-1.3580000000000014,1.3111000000000002,-2.4465000000000003
112,1734106254450,-465.43,-558.516,738.3439999999999,-1.6380000000000012,-0.22890000000000002,-1.1865
113,1734106254548,-465.796,-570.716,740.784,-1.2880000000000014,-0.4389,-2.7265
114,1734106254648,-423.95,-575.108,742.858,-1.0780000000000012,5.7911,0.7735
115,1734106254748,-455.426,-585.478,770.186,-1.3580000000000014,0.26110000000000005,1.0535
116,1734106254848,-460.916,-570.472,753.716,0.32199999999999884,-2.1189000000000004,-0.4165000000000001
117,1734106254949,-454.084,-579.622,744.688,0.7419999999999988,-0.0889,0.2835
118,1734106255048,-464.82,-565.348,745.908,0.46199999999999897,1.7311,1.0535
119,1734106255149,-442.006,-571.814,748.958,-0.5180000000000012,0.40110000000000007,0.14349999999999996
120,1734106255249,-461.77,-585.112,767.014,0.6719999999999989,1.5211000000000001,0.4235
121,1734106255349,-459.574,-570.35,753.716,-0.5880000000000012,2.4311000000000003,1.4735
122,1734106255448,-462.502,-575.352,748.592,-0.16800000000000115,0.19110000000000002,1.5435
123,1734106255549,-454.816,-568.154,745.298,0.32199999999999884,-1.8389000000000002,-0.9765000000000003
124,1734106255648,-438.712,-578.402,757.254,-1.1480000000000012,-0.3689,-1.5365000000000002
125,1734106255748,-457.012,-569.252,752.6179999999999,0.11199999999999888,1.2411,-0.13650000000000007
126,1734106255849,-456.158,-578.036,754.326,-1.0080000000000013,-3.5189000000000004,-0.3465000000000001
127,1734106255948,-446.154,-567.788,748.226,0.8819999999999989,1.2411,-0.13650000000000007
128,1734106256048,-458.842,-569.74,754.936,1.8619999999999988,3.5511000000000004,1.2635
129,1734106256151,-446.39799999999997,-561.932,745.42,2.2819999999999987,6.351100000000001,1.6135000000000002
130,1734106256248,-450.668,-561.932,748.958,-0.0980000000000012,3.9711000000000003,1.6135000000000002
131,1734106256348,-436.02799999999996,-572.058,744.566,0.6019999999999989,7.681100000000001,2.2435
132,1734106256450,-471.408,-560.956,724.314,-0.028000000000001246,13.071100000000001,5.8135
133,1734106256548,-505.08,-567.3,745.542,-2.1280000000000014,8.5211,4.9735000000000005
134,1734106256648,-511.546,-569.374,742.858,1.791999999999999,8.311100000000001,2.1735
135,1734106256748,-505.93399999999997,-561.566,736.636,1.4419999999999988,-0.0889,-1.8865000000000003
136,1734106256848,-491.05,-564.25,746.03,0.5319999999999988,0.5411,-1.1865
137,1734106256950,-493.49,-569.862,731.024,-0.0980000000000012,-2.7489000000000003,-0.6265000000000002
138,1734106257049,-525.576,-576.938,759.572,1.931999999999999,-7.508900000000001,-5.526500000000001
139,1734106257149,-467.382,-563.396,755.668,2.211999999999999,-13.598900000000002,-11.0565
140,1734106257248,-451.76599999999996,-549.61,761.646,0.6019999999999989,-5.9689000000000005,-6.506500000000001
141,1734106257350,-418.094,-550.586,762.866,2.911999999999999,-3.4489000000000005,-5.876500000000001
142,1734106257449,-402.59999999999997,-541.0699999999999,742.736,-1.7780000000000014,7.471100000000001,3.9235
143,1734106257549,-408.944,-537.532,735.4159999999999,-4.6480000000000015,17.061100000000003,10.783500000000002
144,1734106257649,-513.62,-562.908,771.528,-4.088000000000002,8.5211,9.313500000000001
145,1734106257749,-512.5219999999999,-544.608,730.78,0.11199999999999888,3.3411000000000004,5.0435
146,1734106257852,-516.67,-553.3919999999999,724.192,0.46199999999999897,1.2411,2.1735
147,1734106257950,-491.782,-581.574,737.246,-0.6580000000000013,-5.9689000000000005,-2.1665
148,1734106258049,-499.102,-563.274,747.494,2.701999999999999,-6.528900000000001,-4.476500000000001
149,1734106258148,-475.312,-537.898,742.2479999999999,-2.5480000000000014,-3.5189000000000004,0.14349999999999996
150,1734106258248,-493.61199999999997,-570.838,750.788,-1.0080000000000013,-1.4189000000000003,5.5335
151,1734106258348,-507.032,-545.218,731.146,-0.7980000000000013,1.1011,1.0535
152,1734106258449,-474.092,-564.006,735.904,0.46199999999999897,2.0811,-0.06650000000000007
153,1734106258549,-464.82,-543.876,726.632,0.18199999999999883,3.6211,1.3335000000000001
154,1734106258648,-495.32,-554.612,745.42,-1.0080000000000013,-1.5589000000000002,-1.6765
155,1734106258749,-485.804,-565.958,747.616,-0.2380000000000012,-2.1189000000000004,-2.4465000000000003
156,1734106258849,-477.02,-549.732,731.39,0.18199999999999883,-0.2989,-0.9065000000000002
157,1734106258949,-482.876,-558.76,742.37,-0.7980000000000013,0.12110000000000001,-0.3465000000000001
158,1734106259049,-482.022,-563.396,751.032,0.6719999999999989,2.9911000000000003,1.1235000000000002
159,1734106259149,-471.896,-562.298,745.664,-0.2380000000000012,0.19110000000000002,0.07349999999999994
160,1734106259250,-483.486,-556.686,745.542,-1.4980000000000013,-3.0989000000000004,-1.3265000000000002
161,1734106259349,-471.774,-559.98,734.928,-0.7280000000000013,0.6111000000000001,0.3535
162,1734106259448,-442.25,-581.818,748.47,3.681999999999999,5.3711,-0.9765000000000003
163,1734106259550,-457.5,-561.566,737.3679999999999,3.121999999999999,6.4911,-8.6765
164,1734106259648,-500.566,-569.252,758.718,-0.028000000000001246,7.261100000000001,-6.016500000000001
165,1734106259751,-467.626,-571.692,753.35,7.042,-2.0489,-9.3065
166,1734106259850,-457.012,-554.612,753.472,3.891999999999999,0.33110000000000006,-2.4465000000000003
167,1734106259949,-483.72999999999996,-531.676,727.364,-1.4980000000000013,6.2111,8.6835
168,1734106260048,-489.21999999999997,-560.102,751.032,-9.478000000000003,-3.7989000000000006,11.273500000000002
169,1734106260149,-466.772,-568.6419999999999,752.252,-2.5480000000000014,-2.8889000000000005,10.573500000000001
170,1734106260249,-485.56,-532.896,731.39,-4.928000000000002,-4.288900000000001,12.603500000000002
171,1734106260348,-465.674,-562.42,730.048,-4.018000000000002,-5.8989,4.1335
172,1734106260451,-487.146,-563.274,749.324,-3.1780000000000017,1.6611,0.07349999999999994
173,1734106260548,-491.782,-552.782,735.904,-4.508000000000002,-3.3089000000000004,-2.7965000000000004
174,1734106260649,-491.294,-550.952,731.634,-0.3080000000000012,-4.008900000000001,-4.056500000000001
175,1734106260749,-480.924,-555.832,735.66,-2.8280000000000016,2.7111,-1.4665000000000001
176,1734106260850,-469.456,-574.864,751.154,2.211999999999999,-0.7189,-6.716500000000001
177,1734106260950,-477.38599999999997,-543.754,732.4879999999999,0.951999999999999,2.3611,-1.8865000000000003
178,1734106261049,-492.514,-552.782,728.828,-1.7780000000000014,-3.7989000000000006,-0.3465000000000001
179,1734106261150,-485.682,-543.51,727.364,0.11199999999999888,1.7311,-0.5565000000000001
180,1734106261249,-489.70799999999997,-565.104,755.79,0.6719999999999989,-0.1589,-0.9065000000000002
181,1734106261350,-476.654,-557.54,746.518,2.771999999999999,2.5011,0.0034999999999999337
182,1734106261448,-486.17,-557.174,743.834,1.581999999999999,2.0811,1.4735
183,1734106261549,-473.116,-565.836,754.5699999999999,-0.3780000000000012,2.1511,1.6135000000000002
184,1734106261650,-471.896,-556.564,753.35,1.2319999999999989,0.7511000000000001,0.0034999999999999337
185,1734106261749,-475.556,-555.3439999999999,737.3679999999999,-0.6580000000000013,-1.9089000000000003,-2.1665
186,1734106261851,-476.532,-559.98,747.7379999999999,-1.0780000000000012,-2.3989000000000003,-1.6765
187,1734106261949,-482.876,-549.122,742.858,-0.5880000000000012,1.8011000000000001,1.2635
188,1734106262050,-476.044,-557.418,756.034,0.3919999999999989,4.0411,0.6335
189,1734106262148,-467.50399999999996,-555.588,741.76,0.3919999999999989,-1.9089000000000003,-1.6765
190,1734106262249,-472.384,-555.466,741.516,-1.7780000000000014,-0.4389,0.21349999999999997
191,1734106262349,-478.728,-556.198,745.42,-0.9380000000000013,-0.9289000000000001,0.0034999999999999337
192,1734106262449,-466.162,-556.442,743.712,0.2519999999999988,-0.8589000000000001,-0.8365000000000001
193,1734106262552,-478.24,-547.536,743.956,0.18199999999999883,-1.0689000000000002,-1.0465000000000002
194,1734106262649,-453.23,-553.148,740.54,-0.5880000000000012,-1.4189000000000003,-0.13650000000000007
195,1734106262749,-460.916,-564.128,753.35,-0.7980000000000013,0.33110000000000006,1.3335000000000001
196,1734106262849,-404.186,-610.366,768.8439999999999,9.771999999999998,13.561100000000001,-7.626500000000001
197,1734106262949,-485.56,-564.006,754.326,0.7419999999999988,4.2511,-3.7065000000000006
198,1734106263050,-465.55199999999996,-552.538,756.156,-0.028000000000001246,-5.2689,-5.316500000000001
199,1734106263150,-481.28999999999996,-530.944,753.472,0.32199999999999884,-3.2389000000000006,-0.2765000000000001
200,1734106263249,-449.81399999999996,-550.22,743.59,-0.44800000000000123,1.8011000000000001,4.9735000000000005
201,1734106263350,-467.626,-555.222,722.606,-3.5980000000000016,4.601100000000001,8.053500000000001
202,1734106263449,-474.336,-573.4,732.244,-1.7080000000000015,2.7111,2.9435000000000002
203,1734106263549,-469.944,-574.254,732.244,-1.7780000000000014,2.2911,1.6135000000000002
204,1734106263649,-493.246,-568.6419999999999,756.4,0.46199999999999897,9.501100000000001,0.21349999999999997
205,1734106263749,-490.074,-549.244,742.2479999999999,3.471999999999999,13.141100000000002,-0.6965000000000002
206,1734106263851,-486.902,-548.756,730.048,-0.3080000000000012,-8.488900000000001,-2.3765
207,1734106263949,-490.68399999999997,-550.586,722.972,0.18199999999999883,0.5411,1.4735
208,1734106264051,-503.98199999999997,-545.096,728.584,-1.0780000000000012,-4.3589,-2.9365
209,1734106264149,-482.75399999999996,-552.294,720.41,-0.7980000000000013,-0.1589,-0.4865000000000001
210,1734106264249,-489.098,-558.15,741.15,-0.7980000000000013,-0.3689,-0.3465000000000001
211,1734106264349,-487.756,-558.76,746.03,0.3919999999999989,0.4711000000000001,-0.2765000000000001
212,1734106264449,-478.484,-552.05,733.586,0.6019999999999989,0.12110000000000001,-0.20650000000000007
213,1734106264550,-457.134,-550.342,730.78,-0.6580000000000013,-1.9089000000000003,-0.7665000000000002
214,1734106264649,-471.286,-554.49,742.126,-0.5180000000000012,-2.9589000000000003,-1.2565000000000002
215,1734106264750,-473.726,-541.68,732.244,-1.7080000000000015,-1.2789000000000001,-1.3965
216,1734106264850,-472.14,-554.124,736.636,-2.7580000000000013,-3.2389000000000006,-1.6065
